Source_Name,RA,DEC,GLON,GLAT,Signif_Avg,Flux1000,Unc_Flux1000,Energy_Flux1000,Unc_Energy_Flux1000,SpectrumType,PL_Index,Unc_PL_Index,Pivot_Energy,LP_Index,Unc_LP_Index,LP_Beta,Unc_LP_beta,Flags,CLASS,ASSOC1,ASSOC_PROB_BAY,ASSOC_PROB_LR,Counterpart_Catalog,RA_Counterpart,DEC_Counterpart,Unc_Counterpart,VLBI_Counterpart,Gaia_Counterpart,Gaia_G_Magnitude,Redshift,SED_class,nu_syn,nuFnu_syn,Variability_Index,Frac_Variability,Unc_Frac_Variability,Highest_energy
4FGL J1220.1+3432,185.0462,34.5383,163.14453,80.01147,18.172873,5.0510424E-10,4.4907588E-11,5.611133E-12,4.966779E-13,PowerLaw,2.0695245,0.067734875,1781.5076,1.9640208,0.10310314,0.102962315,0.055407673,0,bll,GB2 1217+348,0.9990012,0.9539211,cgrabs,185.034558912,34.5227065083,1.3E-07,RFC J1220+3431,Gaia DR2: 4017045326690644480,17.2732,-inf,LSP,52480746000000.0,2.2087878E-12,18.950453,0.30300727,0.1334825,43.4295
4FGL J1221.3+3010,185.3449,30.1677,186.41698,82.74093,59.7644,3.0860392E-09,1.1514506E-10,4.1219535E-11,1.6865578E-12,PowerLaw,1.7138954,0.024733081,4441.78,1.6759664,0.032578316,0.028878435,0.014137283,0,bll,PG 1218+304,0.9993148,0.9929306,bllac,185.3414277,30.1769891833,1.6E-07,RFC J1221+3010,Gaia DR2: 4013476071428318720,16.7088,0.184,HSP,1.8599446E+16,1.25407644E-11,44.28159,0.23461275,0.07506118,513.196
4FGL J1221.5+2814,185.3784,28.2382,201.69415,83.28413,71.306564,3.5172987E-09,1.03881716E-10,3.9642636E-11,1.0558387E-12,PowerLaw,2.1572232,0.020640476,1060.344,2.1420631,0.024121556,0.01619737,0.011715743,0,bll,W Comae,0.9998629,0.9942917,cgrabs,185.382043821,28.2329167361,7.5E-08,RFC J1221+2813,Gaia DR2: 4010020203303760640,15.6063,0.102,ISP,446683580000000.0,1.23818065E-11,243.31546,0.39779368,0.109385766,72.0866
4FGL J1224.4+2436,186.1161,24.6142,233.94032,83.433624,37.07274,1.3785856E-09,7.0615236E-11,1.6059744E-11,9.269235E-13,PowerLaw,1.8886842,0.037563346,2355.4797,1.8167186,0.0513571,0.060411595,0.02518046,0,bll,MS 1221.8+2452,0.9988128,0.9429373,bllac,186.1007755,24.6065281083,2.9E-07,RFC J1224+2436,Gaia DR2: 3960155632997066496,16.476,0.219,HSP,3548134000000000.0,5.051996E-12,148.48051,0.67887396,0.18937296,232.41
4FGL J1226.7+0637,186.6857,6.628,285.84778,68.676704,10.105109,1.9152971E-10,3.59186E-11,2.6810223E-12,5.061222E-13,PowerLaw,1.6691127,0.10819388,6054.6187,1.4853808,0.19367337,0.2029884,0.10833561,0,bll,1RXS J122645.2+063906,0.99758416,0.9041193,bllac,186.684250167,6.64813721944,8.7E-07,RFC J1226+0638,Gaia DR2: 3900777499675846016,18.3469,0.583,HSP,7144963000000000.0,2.8159504E-12,18.383326,0.5700429,0.28890592,149.074
4FGL J1230.2+2517,187.5599,25.2983,232.79706,84.90608,75.39576,3.938766E-09,1.1781225E-10,3.686335E-11,1.3475245E-12,LogParabola,2.0910826,0.019403886,816.461,1.9933661,0.029712934,0.061194874,0.013644806,0,bll,ON 246,0.99994296,0.98793054,cgrabs,187.558705608,25.3019822917,8.8E-08,RFC J1230+2518,Gaia DR2: 3960262766661145216,15.5341,0.135,ISP,501187250000000.0,1.908341E-11,1651.7465,1.1896721,0.31896064,76.1388
4FGL J1231.5+1421,187.8771,14.3532,281.9552,76.40654,11.728477,3.3334777E-10,4.881127E-11,3.912952E-12,5.5811074E-13,PowerLaw,1.8751763,0.10642644,4195.7295,1.865446,0.12907046,0.0055173174,0.05375176,0,bll,GB6 J1231+1421,0.99899954,0.0,bllac,187.849607421,14.3567839222,2E-07,RFC J1231+1421,Gaia DR2: 3932939490394183552,17.7115,0.256,ISP,582103200000000.0,1.7643673E-12,9.575881,0.20519778,0.24915718,97.6475
4FGL J1231.6+6415,187.9012,64.2535,126.48707,52.737633,12.75544,2.4720886E-10,3.1726677E-11,2.8109418E-12,3.6415676E-13,PowerLaw,1.9408244,0.09818112,3165.6428,1.9638221,0.104703575,-0.019200247,0.04326761,0,bll,MS 1229.2+6430,0.9984934,0.965946,bzcat,187.880811125,64.2384111111,1.2E-07,RFC J1231+6414,Gaia DR2: 1679936845347969920,17.8914,0.16294,ISP,109647820000000.0,1.8703333E-12,8.438256,0.17871292,0.24632494,46.0351
4FGL J1231.7+2847,187.9349,28.7917,190.86122,85.34356,50.148235,2.0367672E-09,8.01939E-11,2.2833646E-11,9.661056E-13,PowerLaw,1.9859304,0.028028132,1580.7358,1.9496361,0.035512086,0.032369375,0.016224954,0,bll,B2 1229+29,0.9997885,0.982162,crates,187.931553008,28.7971580472,1.7E-07,RFC J1231+2847,Gaia DR2: 4010804292533346176,16.6848,0.236451,ISP,810961000000000.0,3.41387E-12,201.82858,0.56836534,0.1569349,59.8561
4FGL J1233.1+1703,188.2816,17.0579,279.1886,79.076004,6.4875603,1.5767596E-10,3.4699407E-11,1.8725984E-12,4.202165E-13,PowerLaw,1.8560429,0.13901308,3736.1191,1.2976036,0.40161362,0.6462032,0.39155352,2,bll,RX J1233.0+1701,0.9966582,0.0,bzcat,188.271428167,17.0259315167,1.7E-06,RFC J1233+1701,Gaia DR2: 3945908053949549184,18.4914,-inf,HSP,1.5222991E+16,2.9630296E-12,14.83292,0.65736234,0.3864262,17.0166
4FGL J1233.7-0144,188.4339,-1.7428,293.83102,60.815758,24.46931,1.0327332E-09,6.908841E-11,1.1475248E-11,7.6059287E-13,PowerLaw,2.0762272,0.050022,1674.0779,2.0642214,0.05863928,0.010320294,0.02598759,0,bll,NVSS J123341-014426,0.9993614,0.8865303,bzcat,188.422225754,-1.73992108889,2.2E-07,RFC J1233-0144,Gaia DR2: 3695309528410630784,18.3299,-inf,ISP,158489330000000.0,8.1995684E-13,28.623571,0.30733076,0.111409925,79.9477
4FGL J1238.3-1959,189.5936,-19.9945,298.74963,42.77114,16.070498,5.9473426E-10,5.5190866E-11,6.677293E-12,5.974316E-13,PowerLaw,2.1435409,0.06903393,1607.533,2.0955715,0.0893977,0.04944867,0.045117896,0,bll,PMN J1238-1959,0.9997558,0.94838065,bzcat,189.601622738,-19.9871348306,2.2E-07,RFC J1238-1959,Gaia DR2: 3515721556897376768,17.0072,-inf,LSP,76736150000000.0,1.852354E-12,31.366776,0.47219652,0.16235699,40.3837
4FGL J1241.8-1456,190.4502,-14.9376,299.46066,47.869183,12.621996,3.6875963E-10,4.8522325E-11,4.4559864E-12,6.0372936E-13,PowerLaw,1.8303522,0.087439686,3897.8718,1.6583353,0.14653312,0.1763318,0.08630437,0,bll,RX J1241.8-1455,0.9998443,0.9902423,bllac,190.455680117,-14.9329193333,5E-07,RFC J1241-1455,Gaia DR2: 3527028242987645312,16.4803,0.531,HSP,1778279400000000.0,4.0164838E-12,13.601444,0.35059416,0.19250122,81.0512
4FGL J1243.2+3627,190.8116,36.4585,132.97047,80.509544,56.794518,2.251202E-09,8.875906E-11,2.4939698E-11,1.2880452E-12,LogParabola,1.7830449,0.024872562,1636.7169,1.6713345,0.04290849,0.053018115,0.015681917,0,bll,Ton 116,0.99958134,0.99303895,crates,190.803067737,36.4622214444,1.4E-07,RFC J1243+3627,Gaia DR2: 1520056996991748224,15.6701,1.065,HSP,1.372461E+16,1.6092185E-11,9.380322,0.059110157,0.06547589,116.624
4FGL J1245.1+5709,191.2883,57.158,124.63354,59.949482,16.580687,3.8662948E-10,3.6614062E-11,4.319445E-12,4.0157358E-13,PowerLaw,2.1217208,0.07877416,1879.546,2.0639565,0.11361051,0.044142775,0.0554716,0,bll,1RXS J124510.5+571020,0.9993396,0.935164,bzcat,191.291664708,57.1651039694,1.1E-07,RFC J1245+5709,Gaia DR2: 1577558397108187136,17.5639,1.54487,ISP,794328200000000.0,2.061826E-12,18.981888,0.3629141,0.15335263,23.9856
4FGL J1248.3+5820,192.0844,58.3432,123.716736,58.780327,104.88919,5.038485E-09,1.1403708E-10,5.1049477E-11,1.5282416E-12,LogParabola,1.8968896,0.014290509,1138.3936,1.8129464,0.022588901,0.04512963,0.008698454,0,bll,PG 1246+586,0.99993694,0.99347126,cgrabs,192.078269754,58.3413102306,1.4E-07,RFC J1248+5820,Gaia DR2: 1578013182604935168,15.4868,-inf,ISP,767361500000000.0,1.1163696E-11,88.73574,0.18158743,0.052845083,198.092
4FGL J1248.7+5127,192.1805,51.463,123.95831,65.659836,8.922158,1.6770833E-10,2.9528043E-11,1.900393E-12,3.3202336E-13,PowerLaw,1.9501473,0.13117176,3357.313,1.9461845,0.14785127,0.0036713795,0.063232824,0,bll,RX J1248.4+5128,0.9969021,0.8969193,bllac,192.142934204,51.4688541056,1.2E-07,RFC J1248+5128,Gaia DR2: 1568246697556604800,18.3279,0.350853,ISP,211348900000000.0,1.3813572E-12,10.766083,0.3894214,0.3528974,150.492
4FGL J1251.2+1039,192.821,10.6536,302.79855,73.52531,8.648392,2.584212E-10,4.145355E-11,2.9078328E-12,4.706205E-13,PowerLaw,2.15166,0.1304784,2113.5496,2.101212,0.17442365,0.042385608,0.0799618,0,bll,1RXS J125117.4+103914,0.9987827,0.9196082,bzcat,192.824517646,10.6520289583,3.8E-07,RFC J1251+1039,Gaia DR2: 3735167069731260672,18.2987,0.2454,HSP,2065380100000000.0,1.8498094E-12,11.571531,0.40271214,0.26164752,43.3956
4FGL J1253.2+5301,193.3067,53.0173,122.315796,64.10881,80.87813,4.1235984E-09,1.0873876E-10,3.6001084E-11,1.307721E-12,LogParabola,2.0280678,0.017599273,1175.345,1.9128027,0.031065293,0.086754635,0.014092198,0,bll,S4 1250+53,0.9998322,0.9934763,bllac,193.299668946,53.0199269972,1.2E-07,RFC J1253+5301,Gaia DR2: 1569757430828948736,16.4053,-inf,LSP,35481337000000.0,3.4768343E-12,71.659164,0.20528261,0.060500357,155.625
4FGL J1253.8+0327,193.4531,3.4507,304.40717,66.31565,20.608522,7.612316E-10,6.068851E-11,8.520657E-12,7.030051E-13,PowerLaw,1.9926465,0.05854678,2168.101,1.9450334,0.076523624,0.04729906,0.037392527,0,bll,MG1 J125348+0326,0.998959,0.9603028,bzcat,193.445857004,3.44178561111,1.6E-07,RFC J1253+0326,Gaia DR2: 3704522409354652160,16.5682,0.065686,HSP,8317638000000000.0,2.064453E-12,12.800068,0.16024584,0.12594718,71.9482
4FGL J1253.8+6242,193.4666,62.7052,122.45342,54.420795,16.018406,3.1837413E-10,3.2347843E-11,3.5746926E-12,3.7468387E-13,PowerLaw,1.9798511,0.07801391,2443.778,1.8916627,0.12161351,0.07064073,0.061990302,0,bll,1RXS J125400.1+624303,0.99824184,0.8447582,bzcat,193.497125521,62.7160010556,3.2E-07,RFC J1253+6242,Gaia DR2: 1676523853880523008,18.1559,0.867,LSP,91201080000000.0,7.974271E-13,11.950819,0.26520902,0.16393301,48.5053
4FGL J1254.5+2210,193.637,22.1808,311.22537,85.00239,20.133617,6.266253E-10,5.1526415E-11,6.9880863E-12,5.579977E-13,PowerLaw,2.1114566,0.06464287,1650.2726,2.1056488,0.08118562,0.004658894,0.036904994,0,bll,TXS 1252+224,0.99980325,0.9551191,bzcat,193.638640796,22.1843472528,2.9E-07,RFC J1254+2211,Gaia DR2: 3954931028619469056,17.5112,0.509,HSP,1047128500000000.0,1.7013552E-12,23.06045,0.3286055,0.12694077,45.3574
4FGL J1254.9-4426,193.728,-44.4441,303.58548,18.42324,7.2429004,2.7488625E-10,4.611059E-11,3.7302336E-12,6.277937E-13,PowerLaw,2.4265556,0.12793393,1199.2577,2.4153292,0.13992536,0.011235992,0.07179866,16,bll,PKS 1252-441,0.9983838,0.9622124,bzcat,193.739638238,-44.4157223806,3.6E-07,RFC J1254-4424,Gaia DR2: 6135482798065176704,17.0869,0.041,LSP,47863010000000.0,1.4514998E-12,6.931146,0.103390604,0.4972058,16.8583
4FGL J1256.2-1146,194.0632,-11.7755,304.80777,51.078712,23.134956,8.2964186E-10,6.225048E-11,9.341329E-12,7.304818E-13,PowerLaw,1.9697783,0.05485386,2342.3345,1.9509852,0.06500994,0.017455747,0.02951737,0,bll,PMN J1256-1146,0.99987096,0.96952856,bzcat,194.0664689,-11.7770388917,1.2E-07,RFC J1256-1146,Gaia DR2: 3625405985026180992,16.4717,0.058,HSP,2660725000000000.0,1.3819362E-12,7.509931,0.08948433,0.16280553,105.906
4FGL J1257.2+3646,194.3103,36.7706,116.03266,80.279785,20.121132,5.661443E-10,4.6313755E-11,6.290107E-12,5.187378E-13,PowerLaw,2.0495214,0.061030686,1765.3608,1.947441,0.093675785,0.09811772,0.05092683,0,bll,RX J1257.3+3647,0.99799454,0.8970306,bzcat,194.319097129,36.7874768417,2.7E-07,RFC J1257+3647,Gaia DR2: 1517267192395540352,17.8939,0.530688,ISP,794328200000000.0,1.439753E-12,21.672453,0.33405456,0.13066351,24.9923
4FGL J1259.1-2311,194.7798,-23.1925,305.22446,39.645054,14.037434,5.7566624E-10,6.168252E-11,6.39479E-12,6.86597E-13,PowerLaw,2.0681102,0.08498017,2806.354,2.002102,0.11225217,0.070392184,0.062157866,0,bll,PKS B1256-229,0.9993431,0.9778863,bzcat,194.785258467,-23.1774040444,1.2E-07,RFC J1259-2310,Gaia DR2: 3498982351358009600,17.8259,0.481,LSP,25118865000000.0,4.1604662E-12,37.83189,0.5833549,0.19614749,11.7122
4FGL J1259.8-3749,194.9646,-37.8234,304.76685,25.018347,17.406006,6.6018463E-10,5.840612E-11,7.333829E-12,6.5042817E-13,PowerLaw,2.0543053,0.069020055,2147.6682,2.0548813,0.080061235,-0.00034780081,0.034868635,0,bll,NVSS J125949-374856,0.9996974,0.90678436,bzcat,194.957506108,-37.8161568806,8.2E-07,RFC J1259-3748,Gaia DR2: 6142301690005313408,17.8452,-inf,HSP,1412537600000000.0,1.1041193E-12,16.750822,0.30227768,0.13947046,90.6378
4FGL J1301.6+4056,195.4014,40.9484,114.960464,76.02209,8.256235,1.7322614E-10,3.0370557E-11,1.9427866E-12,3.4392354E-13,PowerLaw,1.9842637,0.12597215,2759.3591,1.8893083,0.19079421,0.08807106,0.097004525,0,bll,RX J1301.7+4056,0.99583155,0.8644559,bzcat,195.440202579,40.9401779528,8.4E-07,RFC J1301+4056,Gaia DR2: 1527317759465225984,18.0969,0.652,LSP,23713737000000.0,4.2057747E-13,12.769276,0.42027593,0.28648168,40.0905
4FGL J1304.2-2412,196.0517,-24.2103,306.65637,38.56909,14.983394,5.5712435E-10,5.861979E-11,6.25732E-12,6.5816406E-13,PowerLaw,1.9786713,0.07738781,3024.601,1.9042321,0.11005645,0.065997355,0.054107208,0,bll,PMN J1304-2412,0.99693584,0.8868792,wise,196.069551558,-24.2046521556,1.6E-06,RFC J1304-2412,Gaia DR2: 3497879330741323008,18.0995,-inf,,0.0,0.0,6.14865,0.0,10.0,34.0796
4FGL J1304.3-4353,196.0883,-43.8957,305.39087,18.914377,47.225815,2.729006E-09,1.0894718E-10,2.5165349E-11,1.3635515E-12,LogParabola,1.8889738,0.026950516,1884.1421,1.7349252,0.044873368,0.098729976,0.019939024,0,bll,1RXS J130421.2-435308,0.99983454,0.984109,bzcat,196.087526158,-43.8861626639,5E-06,RFC J1304-4353,Gaia DR2: 6135660747150768768,16.4237,-inf,HSP,2818383000000000.0,7.860279E-12,78.78745,0.35647565,0.10442264,149.211
4FGL J1307.6-4259,196.9096,-42.995,306.0789,19.777737,37.717873,1.8150568E-09,8.583882E-11,2.067818E-11,1.036451E-12,PowerLaw,1.9359274,0.03511892,2525.415,1.8920119,0.044788733,0.03906581,0.02054662,0,bll,1RXS J130737.8-425940,0.99995184,0.9918518,bzcat,196.908265217,-42.9941630417,2.7E-06,RFC J1307-4259,Gaia DR2: 6135858418724820480,15.3915,-inf,HSP,8317638000000000.0,1.0754767E-11,13.882182,0.12309751,0.070623465,114.956
4FGL J1309.4+4305,197.3626,43.085,111.192665,73.63027,47.163864,1.7770256E-09,7.818031E-11,1.6349196E-11,9.753747E-13,LogParabola,1.904219,0.028427336,1339.9326,1.7701181,0.047414344,0.08249807,0.020351648,0,bll,B3 1307+433,0.99984986,0.9645389,bzcat,197.356359621,43.0848828917,1.8E-07,RFC J1309+4305,Gaia DR2: 1526147501136922240,16.904,0.691,ISP,518800040000000.0,2.600513E-12,5.563933,0.0,10.0,113.081
4FGL J1309.7+1153,197.4377,11.8969,319.5743,74.173965,16.048616,5.764675E-10,5.385314E-11,6.5164324E-12,5.8278935E-13,PowerLaw,2.166511,0.06888085,1548.4308,2.114856,0.09312022,0.08380755,0.055095594,0,bll,4C +12.46,0.98757356,0.8955832,cgrabs,197.391385208,11.9068203083,6.8E-08,RFC J1309+1154,Gaia DR2: 3736659789909090304,18.3701,-inf,LSP,13489629000000.0,2.3528378E-12,6.9570336,0.0,10.0,21.6792
4FGL J1310.2-1158,197.5732,-11.9734,310.21295,50.631603,14.103553,4.4157122E-10,4.9527233E-11,4.9159986E-12,5.549187E-13,PowerLaw,2.0241842,0.08461712,2469.1418,2.0280402,0.09236774,-0.0027778728,0.040878087,0,bll,TXS 1307-117,0.99930406,0.92454046,bllac,197.551907987,-11.9629686889,5E-07,RFC J1310-1157,Gaia DR2: 3621845319698723200,17.7822,0.14,HSP,1584893100000000.0,2.1743477E-12,8.661398,0.23902728,0.19097865,50.8629
4FGL J1311.0+0034,197.751,0.5675,313.76718,63.026894,9.66091,3.4995767E-10,6.125977E-11,3.888675E-12,6.920755E-13,PowerLaw,2.0768182,0.14996906,3802.3442,2.1219068,0.09951709,-0.060095347,0.035727587,0,bll,RX J1311.1+0035,0.9947335,0.8646618,bzcat,197.776983408,0.586124222222,3.1E-07,RFC J1311+0035,Gaia DR2: 3687835946013293312,17.928,0.002307,ISP,312607950000000.0,1.3355034E-12,8.180778,0.09701678,0.61460024,67.7943
4FGL J1312.4-2156,198.1108,-21.938,309.3587,40.671482,32.36482,1.7925007E-09,9.700439E-11,1.2665243E-11,9.189826E-13,LogParabola,2.0371025,0.036556743,1453.7311,1.7991179,0.07549135,0.19584855,0.04179124,0,bll,PKS 1309-216,0.9994713,0.9491019,bllac,198.131478092,-21.9398303917,2.9E-07,RFC J1312-2156,Gaia DR2: 3504696444568198144,16.7872,1.491,HSP,1000000000000000.0,4.489531E-12,33.587177,0.2765794,0.09467832,44.5112
4FGL J1312.8-2350,198.2043,-23.8456,309.20505,38.7656,16.01602,5.3922755E-10,5.983166E-11,6.6701818E-12,7.3319535E-13,PowerLaw,1.7992289,0.072695546,4741.0083,1.6714531,0.11544358,0.100277245,0.056608338,0,bll,NVSS J131248-235046,0.99980074,0.94354427,whsp2,198.203158783,-23.8463758806,9.2E-07,RFC J1312-2350,Gaia DR2: 6194107757328723584,18.1451,0.46,HSP,2660725000000000.0,1.6241756E-12,4.1774797,0.0,10.0,52.5611
4FGL J1314.7+2348,198.6879,23.8124,1.9950919,83.78184,34.22461,1.3238982E-09,7.505256E-11,1.0790135E-11,8.3775033E-13,LogParabola,2.0213525,0.03870979,1231.2028,1.8485746,0.0697293,0.11828816,0.03455726,0,bll,TXS 1312+240,0.99977666,0.97425467,bllac,198.682525671,23.8074392417,1.4E-07,RFC J1314+2348,Gaia DR2: 1446820073654023680,17.0427,-inf,ISP,100000000000000.0,6.913755E-12,25.714317,0.24808699,0.09008971,23.097
4FGL J1319.5+1404,199.8979,14.0708,331.03265,75.38394,7.7828426,2.0689614E-10,3.8475355E-11,2.368498E-12,4.3793883E-13,PowerLaw,1.9243592,0.1264346,3533.4392,1.6022902,0.28077564,0.34159997,0.19382736,0,bll,RX J1319.4+1405,0.9972042,0.969088,bllac,199.882260637,14.0925326472,2.1E-06,RFC J1319+1405,Gaia DR2: 3743028749668354688,17.7966,0.573,ISP,960505800000000.0,1.3955455E-12,12.410893,0.46364754,0.29933065,10.0392
4FGL J1319.8+7759,199.9658,77.9882,121.03249,39.035023,17.038187,3.7938222E-10,3.4946986E-11,4.2170013E-12,3.9127151E-13,PowerLaw,2.041004,0.07226635,2184.655,2.0273893,0.08349339,0.01234383,0.03861738,0,bll,NVSS J131921+775823,0.985299,0.0,rfc,199.838604479,77.9728556861,8E-07,RFC J1319+7758,Gaia DR2: 1716599888777620480,17.6522,-inf,ISP,275422860000000.0,8.0743024E-13,21.120945,0.41307235,0.15831916,94.1841
4FGL J1322.9+0437,200.7372,4.6308,322.78503,66.280396,7.0564156,1.7505164E-10,3.6679656E-11,2.036482E-12,4.2625398E-13,PowerLaw,1.8912054,0.13982654,3733.9414,1.6291926,0.31409764,0.38142174,0.22540471,0,bll,RBS 1257,0.99688786,0.9084718,bzcat,200.754168367,4.66428148889,4.3E-07,RFC J1323+0439,Gaia DR2: 3716356105111478400,18.2209,0.224,HSP,1.0715193E+16,4.180286E-12,10.664256,0.3807951,0.4254809,21.9152
4FGL J1328.5-4727,202.1342,-47.4613,309.4074,14.9434595,16.637821,8.348105E-10,9.562773E-11,9.37056E-12,1.0043634E-12,PowerLaw,1.9809405,0.07649722,5151.8223,1.9626548,0.09303098,0.026333487,0.041225057,0,bll,2MASS J13284063-4727496,0.9989616,0.0,bzcat,202.169265721,-47.4637375917,2.7E-06,RFC J1328-4727,Gaia DR2: 6083889481947943936,18.0408,-inf,HSP,3981071800000000.0,1.5219451E-12,13.206074,0.22358538,0.1470957,99.6195
4FGL J1330.2+7002,202.5727,70.0406,118.11278,46.72242,17.598516,3.5384254E-10,3.2897497E-11,4.0171625E-12,3.940255E-13,PowerLaw,1.9449537,0.06917717,2484.1116,1.8911998,0.091035865,0.045100216,0.042017743,0,bll,NVSS J133025+700141,0.99913496,0.9189461,bzcat,202.607535721,70.0274088194,3.5E-07,RFC J1330+7001,Gaia DR2: 1685373513734612864,18.3192,-inf,HSP,1.7579236E+16,5.104063E-13,23.552006,0.39293358,0.15509821,49.2367
4FGL J1331.6+1711,202.9052,17.1837,348.04065,76.39486,11.317673,3.437343E-10,4.330048E-11,4.199308E-12,4.9864453E-13,PowerLaw,2.309191,0.0976766,1290.0695,2.3287723,0.09633208,-0.022234188,0.043687735,0,bll,TXS 1329+174,0.99705404,0.8798139,bllac,202.889351708,17.2140542611,1.8E-07,RFC J1331+1712,Gaia DR2: 3745691899974493696,18.3023,-inf,LSP,28840315000000.0,1.0610748E-12,10.850254,0.22030957,0.18207997,12.5054
4FGL J1340.8-0409,205.2171,-4.1612,325.68964,56.510666,9.287293,3.1051392E-10,4.560948E-11,3.458362E-12,5.138226E-13,PowerLaw,2.0209231,0.102310434,2278.0332,1.929895,0.170793,0.24320324,0.13157241,0,bll,NVSS J134042-041006,0.9942493,0.0,bzcat,205.175071896,-4.16862432222,9E-07,RFC J1340-0410,Gaia DR2: 3633924825023913984,17.8127,0.223,HSP,2089296100000000.0,1.3769875E-12,12.016003,0.3471044,0.23663981,10.0
4FGL J1341.2+3958,205.3209,39.9738,87.2826,73.517265,10.681299,2.465106E-10,3.5460617E-11,2.7816844E-12,4.0502492E-13,PowerLaw,1.9625851,0.11396129,2946.9128,2.0083818,0.104132526,-0.037872437,0.038737826,0,bll,SDSS J134105.10+395945.4,0.9909917,0.9251352,bzcat,205.271278929,39.9959490222,1.8047562E-07,RFC J1341+3959,,18.3814,0.172,HSP,2.6760855E+17,2.8290263E-12,8.953745,0.20710267,0.28730604,101.768
4FGL J1342.7+0505,205.6851,5.0904,334.21606,64.79888,7.111189,2.3201992E-10,4.119979E-11,2.9779389E-12,4.9207773E-13,PowerLaw,2.3690634,0.141488,1166.5245,2.3846195,0.12342237,-0.044686828,0.059041902,4,bll,4C +05.57,0.9923557,0.98309886,rfc,205.681764358,5.07561691944,3.9E-07,RFC J1342+0504,Gaia DR2: 3714191239731092096,18.1913,0.1365,,0.0,0.0,5.382924,0.0,10.0,10.0
4FGL J1347.1-2959,206.7789,-29.984,317.05457,31.356277,12.379553,4.0403497E-10,4.9254188E-11,4.507875E-12,5.488992E-13,PowerLaw,2.0091996,0.08804348,2845.5767,1.9756342,0.108755976,0.05324829,0.053051952,0,bll,NVSS J134706-295840,0.9991979,0.8713686,bzcat,206.778664825,-29.9784594056,7.4E-07,RFC J1347-2958,Gaia DR2: 6175232681731982720,17.3443,-inf,ISP,199526230000000.0,1.561723E-12,2.2264194,0.0,10.0,56.5381
4FGL J1351.3+1115,207.8434,11.2502,347.39423,68.775116,21.301985,6.7686506E-10,5.5614003E-11,7.966359E-12,7.113592E-13,PowerLaw,1.8706793,0.057142418,2849.3503,1.7966005,0.08120449,0.07158158,0.03879749,0,bll,RX J1351.3+1115,0.9997468,0.967582,bllac,207.836856496,11.2480507389,3.2E-07,RFC J1351+1114,Gaia DR2: 3727224708832916992,17.4324,-inf,HSP,7328245500000000.0,2.6452944E-12,17.508907,0.27489972,0.12144684,41.8905
4FGL J1353.0-4413,208.2566,-44.226,314.42447,17.267063,18.607595,7.941923E-10,6.2901434E-11,9.182343E-12,6.953152E-13,PowerLaw,2.220841,0.06009489,1496.1442,2.1712584,0.0765282,0.05809969,0.040608548,0,bll,PKS 1349-439,0.999696,0.98042524,bllac,208.235562238,-44.2112188,8.2E-08,RFC J1352-4412,Gaia DR2: 6107957791478046976,17.2712,-inf,LSP,22646444000000.0,3.0587924E-12,15.006069,0.2441364,0.12046878,31.3183
4FGL J1353.2+3740,208.3049,37.682,75.88021,73.26477,8.975599,2.2621544E-10,3.5836084E-11,2.5282875E-12,4.0209242E-13,PowerLaw,2.1237423,0.123336405,2215.0112,1.9965024,0.229311,0.10629149,0.116754465,0,bll,RGB J1353+376,0.99845713,0.87911844,bzcat,208.3086917,37.6872217222,8.2E-07,RFC J1353+3741,Gaia DR2: 1495634541637270400,18.2443,0.216,HSP,2660725000000000.0,1.5713719E-12,3.5033867,0.0,10.0,10.0
4FGL J1354.4+3707,208.6146,37.13,73.80406,73.364426,11.588934,2.9137556E-10,3.944487E-11,3.236844E-12,4.3818294E-13,PowerLaw,2.0539982,0.10242956,2558.6638,2.0271208,0.1220909,0.027025107,0.05542677,0,bll,NVSS J135426+370654,0.9991141,0.83735275,bzcat,208.611221804,37.1151600444,2.4E-07,RFC J1354+3706,Gaia DR2: 1495416593520332800,17.2281,0.383965,,0.0,0.0,5.2513366,0.0,10.0,84.1771
4FGL J1357.5+0127,209.3951,1.459,337.4096,59.827293,10.234999,3.6531825E-10,4.843084E-11,4.2044753E-12,5.5867057E-13,PowerLaw,2.2113597,0.099857934,1788.4594,2.1553943,0.14672986,0.14835781,0.10125694,0,bll,RX J1357.6+0128,0.99733,0.93996555,bllac,209.411242496,1.47045333056,2.2E-07,RFC J1357+0128,Gaia DR2: 3664262171900413184,18.2254,0.2187,ISP,506990720000000.0,1.2005272E-12,8.7845545,0.2306522,0.24907665,10.0
4FGL J1359.8-3746,209.9668,-37.7681,317.5809,23.149374,18.735836,7.9923035E-10,6.6790413E-11,8.904608E-12,7.4449095E-13,PowerLaw,2.0183127,0.06458597,2733.295,2.036288,0.06136485,-0.022351993,0.024534792,0,bll,PMN J1359-3746,0.9998021,0.95833725,bzcat,209.957158283,-37.7669027528,1.5E-06,RFC J1359-3746,Gaia DR2: 6114685810503355392,16.6463,0.334,ISP,131825674000000.0,2.175815E-12,17.715487,0.28440043,0.12717351,306.96
